acc_train	acc_valid	loss
0.01581113277	0.02091086302	665162.3294
0.01959162778	0.02463228779	51132.01894
0.04483430799	0.04979620769	49822.23453
0.06166932483	0.05351763247	47458.4439
0.07755921791	0.06220095694	44522.41031
0.1051253273	0.05865674287	41161.19268
0.1529131471	0.0600744285	37318.98225
0.2275385433	0.05227715754	32834.72958
0.3310886644	0.04465709729	27693.77986
0.3996692067	0.03845472267	22581.09074
